"","X","agency_cd.x","site_no.x","dateTime","Flow_Inst","Flow_Inst_cd","tz_cd.x","agency_cd.y","site_no.y","Nitrate_mgl","X_99133_Inst_cd","tz_cd.y"
"12010",12010,"USGS",2250030,"2015-04-13 03:15:00",61.4,"A","UTC","USGS",2250030,0.12,"A","UTC"
"12011",12011,"USGS",2250030,"2015-04-13 03:30:00",61.1,"A","UTC","USGS",2250030,0.11,"A","UTC"
"12012",12012,"USGS",2250030,"2015-04-13 03:45:00",67.5,"A","UTC","USGS",2250030,0.12,"A","UTC"
"12013",12013,"USGS",2250030,"2015-04-13 04:00:00",55,"A","UTC","USGS",2250030,0.12,"A","UTC"
"12014",12014,"USGS",2250030,"2015-04-13 04:15:00",45.8,"A","UTC","USGS",2250030,0.12,"A","UTC"
"12015",12015,"USGS",2250030,"2015-04-13 04:30:00",46,"A","UTC","USGS",2250030,0.11,"A","UTC"
"12016",12016,"USGS",2250030,"2015-04-13 04:45:00",64.8,"A","UTC","USGS",2250030,0.11,"A","UTC"
"12017",12017,"USGS",2250030,"2015-04-13 05:00:00",73.9,"A","UTC","USGS",2250030,0.11,"A","UTC"
"12018",12018,"USGS",2250030,"2015-04-13 05:15:00",64.3,"A","UTC","USGS",2250030,0.12,"A","UTC"
"12019",12019,"USGS",2250030,"2015-04-13 05:30:00",73.6,"A","UTC","USGS",2250030,0.12,"A","UTC"
"12020",12020,"USGS",2250030,"2015-04-13 05:45:00",64.3,"A","UTC","USGS",2250030,0.11,"A","UTC"
"12021",12021,"USGS",2250030,"2015-04-13 06:00:00",58.1,"A","UTC","USGS",2250030,0.12,"A","UTC"
"12022",12022,"USGS",2250030,"2015-04-13 06:15:00",45.8,"A","UTC","USGS",2250030,0.12,"A","UTC"
"12023",12023,"USGS",2250030,"2015-04-13 06:30:00",55.4,"A","UTC","USGS",2250030,0.12,"A","UTC"
"12024",12024,"USGS",2250030,"2015-04-13 06:45:00",61.8,"A","UTC","USGS",2250030,0.12,"A","UTC"
"12025",12025,"USGS",2250030,"2015-04-13 07:00:00",67.9,"A","UTC","USGS",2250030,0.12,"A","UTC"
"12026",12026,"USGS",2250030,"2015-04-13 07:15:00",52.2,"A","UTC","USGS",2250030,0.11,"A","UTC"
"12027",12027,"USGS",2250030,"2015-04-13 07:30:00",46.2,"A","UTC","USGS",2250030,0.12,"A","UTC"
"12028",12028,"USGS",2250030,"2015-04-13 07:45:00",59.1,"A","UTC","USGS",2250030,0.12,"A","UTC"
"12029",12029,"USGS",2250030,"2015-04-13 08:00:00",49.6,"A","UTC","USGS",2250030,0.12,"A","UTC"
"12030",12030,"USGS",2250030,"2015-04-13 08:15:00",59.3,"A","UTC","USGS",2250030,0.11,"A","UTC"
"12031",12031,"USGS",2250030,"2015-04-13 08:30:00",56.2,"A","UTC","USGS",2250030,0.11,"A","UTC"
"12032",12032,"USGS",2250030,"2015-04-13 08:45:00",50,"A","UTC","USGS",2250030,0.11,"A","UTC"
"12033",12033,"USGS",2250030,"2015-04-13 09:00:00",46.8,"A","UTC","USGS",2250030,0.11,"A","UTC"
"12034",12034,"USGS",2250030,"2015-04-13 09:15:00",53.4,"A","UTC","USGS",2250030,0.11,"A","UTC"
"12035",12035,"USGS",2250030,"2015-04-13 09:30:00",56.7,"A","UTC","USGS",2250030,0.12,"A","UTC"
"12036",12036,"USGS",2250030,"2015-04-13 09:45:00",56.8,"A","UTC","USGS",2250030,0.1,"A","UTC"
"12037",12037,"USGS",2250030,"2015-04-13 10:00:00",60.1,"A","UTC","USGS",2250030,0.12,"A","UTC"
"12038",12038,"USGS",2250030,"2015-04-13 10:15:00",50.5,"A","UTC","USGS",2250030,0.12,"A","UTC"
"12039",12039,"USGS",2250030,"2015-04-13 10:30:00",57.1,"A","UTC","USGS",2250030,0.12,"A","UTC"
"12040",12040,"USGS",2250030,"2015-04-13 10:45:00",73.4,"A","UTC","USGS",2250030,0.11,"A","UTC"
"12041",12041,"USGS",2250030,"2015-04-13 11:00:00",57.2,"A","UTC","USGS",2250030,0.12,"A","UTC"
"12042",12042,"USGS",2250030,"2015-04-13 11:15:00",67,"A","UTC","USGS",2250030,0.12,"A","UTC"
"12043",12043,"USGS",2250030,"2015-04-13 11:30:00",63.7,"A","UTC","USGS",2250030,0.1,"A","UTC"
"12044",12044,"USGS",2250030,"2015-04-13 11:45:00",54,"A","UTC","USGS",2250030,0.11,"A","UTC"
"12045",12045,"USGS",2250030,"2015-04-13 12:00:00",67.1,"A","UTC","USGS",2250030,0.11,"A","UTC"
"12046",12046,"USGS",2250030,"2015-04-13 12:15:00",70.4,"A","UTC","USGS",2250030,0.12,"A","UTC"
"12047",12047,"USGS",2250030,"2015-04-13 12:30:00",113,"A","UTC","USGS",2250030,0.13,"A","UTC"
"12048",12048,"USGS",2250030,"2015-04-13 12:45:00",166,"A","UTC","USGS",2250030,0.14,"A","UTC"
"12049",12049,"USGS",2250030,"2015-04-13 13:00:00",176,"A","UTC","USGS",2250030,0.14,"A","UTC"
"12050",12050,"USGS",2250030,"2015-04-13 13:15:00",175,"A","UTC","USGS",2250030,0.18,"A","UTC"
"12051",12051,"USGS",2250030,"2015-04-13 13:30:00",161,"A","UTC","USGS",2250030,0.17,"A","UTC"
"12052",12052,"USGS",2250030,"2015-04-13 13:45:00",152,"A","UTC","USGS",2250030,0.16,"A","UTC"
"12053",12053,"USGS",2250030,"2015-04-13 14:00:00",155,"A","UTC","USGS",2250030,0.14,"A","UTC"
"12054",12054,"USGS",2250030,"2015-04-13 14:15:00",158,"A","UTC","USGS",2250030,0.13,"A","UTC"
"12055",12055,"USGS",2250030,"2015-04-13 14:30:00",148,"A","UTC","USGS",2250030,0.13,"A","UTC"
"12056",12056,"USGS",2250030,"2015-04-13 14:45:00",158,"A","UTC","USGS",2250030,0.12,"A","UTC"
"12057",12057,"USGS",2250030,"2015-04-13 15:00:00",148,"A","UTC","USGS",2250030,0.11,"A","UTC"
"12058",12058,"USGS",2250030,"2015-04-13 15:15:00",143,"A","UTC","USGS",2250030,0.11,"A","UTC"
"12059",12059,"USGS",2250030,"2015-04-13 15:30:00",124,"A","UTC","USGS",2250030,0.11,"A","UTC"
"12060",12060,"USGS",2250030,"2015-04-13 15:45:00",94.4,"A","UTC","USGS",2250030,0.1,"A","UTC"
"12061",12061,"USGS",2250030,"2015-04-13 16:00:00",107,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12062",12062,"USGS",2250030,"2015-04-13 16:15:00",110,"A","UTC","USGS",2250030,0.1,"A","UTC"
"12063",12063,"USGS",2250030,"2015-04-13 16:30:00",120,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12064",12064,"USGS",2250030,"2015-04-13 16:45:00",157,"A","UTC","USGS",2250030,0.1,"A","UTC"
"12065",12065,"USGS",2250030,"2015-04-13 17:00:00",160,"A","UTC","USGS",2250030,0.1,"A","UTC"
"12066",12066,"USGS",2250030,"2015-04-13 17:15:00",159,"A","UTC","USGS",2250030,0.1,"A","UTC"
"12067",12067,"USGS",2250030,"2015-04-13 17:30:00",122,"A","UTC","USGS",2250030,0.1,"A","UTC"
"12068",12068,"USGS",2250030,"2015-04-13 17:45:00",112,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12069",12069,"USGS",2250030,"2015-04-13 18:00:00",118,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12070",12070,"USGS",2250030,"2015-04-13 18:15:00",108,"A","UTC","USGS",2250030,0.1,"A","UTC"
"12071",12071,"USGS",2250030,"2015-04-13 18:30:00",120,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12072",12072,"USGS",2250030,"2015-04-13 18:45:00",117,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12073",12073,"USGS",2250030,"2015-04-13 19:00:00",101,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12074",12074,"USGS",2250030,"2015-04-13 19:15:00",79.6,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12075",12075,"USGS",2250030,"2015-04-13 19:30:00",83,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12076",12076,"USGS",2250030,"2015-04-13 19:45:00",88.9,"A","UTC","USGS",2250030,0.1,"A","UTC"
"12077",12077,"USGS",2250030,"2015-04-13 20:00:00",95.5,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12078",12078,"USGS",2250030,"2015-04-13 20:15:00",88.9,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12079",12079,"USGS",2250030,"2015-04-13 20:30:00",98.3,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12080",12080,"USGS",2250030,"2015-04-13 20:45:00",97.6,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12081",12081,"USGS",2250030,"2015-04-13 21:00:00",85.5,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12082",12082,"USGS",2250030,"2015-04-13 21:15:00",101,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12083",12083,"USGS",2250030,"2015-04-13 21:30:00",91.2,"A","UTC","USGS",2250030,0.08,"A","UTC"
"12084",12084,"USGS",2250030,"2015-04-13 21:45:00",91.7,"A","UTC","USGS",2250030,0.08,"A","UTC"
"12085",12085,"USGS",2250030,"2015-04-13 22:00:00",85.7,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12086",12086,"USGS",2250030,"2015-04-13 22:15:00",85.2,"A","UTC","USGS",2250030,0.08,"A","UTC"
"12087",12087,"USGS",2250030,"2015-04-13 22:30:00",88.1,"A","UTC","USGS",2250030,0.08,"A","UTC"
"12088",12088,"USGS",2250030,"2015-04-13 22:45:00",94.8,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12089",12089,"USGS",2250030,"2015-04-13 23:00:00",85.7,"A","UTC","USGS",2250030,0.1,"A","UTC"
"12090",12090,"USGS",2250030,"2015-04-13 23:15:00",91.5,"A","UTC","USGS",2250030,0.07,"A","UTC"
"12091",12091,"USGS",2250030,"2015-04-13 23:30:00",82.6,"A","UTC","USGS",2250030,0.1,"A","UTC"
"12092",12092,"USGS",2250030,"2015-04-13 23:45:00",88.8,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12093",12093,"USGS",2250030,"2015-04-14 00:00:00",82.4,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12094",12094,"USGS",2250030,"2015-04-14 00:15:00",76.3,"A","UTC","USGS",2250030,0.08,"A","UTC"
"12095",12095,"USGS",2250030,"2015-04-14 00:30:00",88.8,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12096",12096,"USGS",2250030,"2015-04-14 00:45:00",79.5,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12097",12097,"USGS",2250030,"2015-04-14 01:00:00",79.7,"A","UTC","USGS",2250030,0.1,"A","UTC"
"12098",12098,"USGS",2250030,"2015-04-14 01:15:00",76.6,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12099",12099,"USGS",2250030,"2015-04-14 01:30:00",76.8,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12100",12100,"USGS",2250030,"2015-04-14 01:45:00",86.3,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12101",12101,"USGS",2250030,"2015-04-14 02:00:00",86.1,"A","UTC","USGS",2250030,0.1,"A","UTC"
"12102",12102,"USGS",2250030,"2015-04-14 02:15:00",79.9,"A","UTC","USGS",2250030,0.08,"A","UTC"
"12103",12103,"USGS",2250030,"2015-04-14 02:30:00",77,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12104",12104,"USGS",2250030,"2015-04-14 02:45:00",77.3,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12105",12105,"USGS",2250030,"2015-04-14 03:00:00",74.4,"A","UTC","USGS",2250030,0.08,"A","UTC"
"12106",12106,"USGS",2250030,"2015-04-14 03:15:00",71.5,"A","UTC","USGS",2250030,0.08,"A","UTC"
"12107",12107,"USGS",2250030,"2015-04-14 03:30:00",68.7,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12108",12108,"USGS",2250030,"2015-04-14 03:45:00",72.2,"A","UTC","USGS",2250030,0.08,"A","UTC"
"12109",12109,"USGS",2250030,"2015-04-14 04:00:00",82.1,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12110",12110,"USGS",2250030,"2015-04-14 04:15:00",82.2,"A","UTC","USGS",2250030,0.08,"A","UTC"
"12111",12111,"USGS",2250030,"2015-04-14 04:30:00",85.4,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12112",12112,"USGS",2250030,"2015-04-14 04:45:00",85.3,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12113",12113,"USGS",2250030,"2015-04-14 05:00:00",79,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12114",12114,"USGS",2250030,"2015-04-14 05:15:00",82.4,"A","UTC","USGS",2250030,0.1,"A","UTC"
"12115",12115,"USGS",2250030,"2015-04-14 05:30:00",88.8,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12116",12116,"USGS",2250030,"2015-04-14 05:45:00",88.8,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12117",12117,"USGS",2250030,"2015-04-14 06:00:00",85.7,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12118",12118,"USGS",2250030,"2015-04-14 06:15:00",92,"A","UTC","USGS",2250030,0.08,"A","UTC"
"12119",12119,"USGS",2250030,"2015-04-14 06:30:00",92,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12120",12120,"USGS",2250030,"2015-04-14 06:45:00",88.8,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12121",12121,"USGS",2250030,"2015-04-14 07:00:00",85.7,"A","UTC","USGS",2250030,0.08,"A","UTC"
"12122",12122,"USGS",2250030,"2015-04-14 07:15:00",79.4,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12123",12123,"USGS",2250030,"2015-04-14 07:30:00",79.6,"A","UTC","USGS",2250030,0.1,"A","UTC"
"12124",12124,"USGS",2250030,"2015-04-14 07:45:00",79.7,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12125",12125,"USGS",2250030,"2015-04-14 08:00:00",79.9,"A","UTC","USGS",2250030,0.08,"A","UTC"
"12126",12126,"USGS",2250030,"2015-04-14 08:15:00",86.5,"A","UTC","USGS",2250030,0.1,"A","UTC"
"12127",12127,"USGS",2250030,"2015-04-14 08:30:00",86.7,"A","UTC","USGS",2250030,0.08,"A","UTC"
"12128",12128,"USGS",2250030,"2015-04-14 08:45:00",90.1,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12129",12129,"USGS",2250030,"2015-04-14 09:00:00",83.7,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12130",12130,"USGS",2250030,"2015-04-14 09:15:00",80.6,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12131",12131,"USGS",2250030,"2015-04-14 09:30:00",77.6,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12132",12132,"USGS",2250030,"2015-04-14 09:45:00",81,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12133",12133,"USGS",2250030,"2015-04-14 10:00:00",77.8,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12134",12134,"USGS",2250030,"2015-04-14 10:15:00",78.1,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12135",12135,"USGS",2250030,"2015-04-14 10:30:00",91.4,"A","UTC","USGS",2250030,0.08,"A","UTC"
"12136",12136,"USGS",2250030,"2015-04-14 10:45:00",84.9,"A","UTC","USGS",2250030,0.1,"A","UTC"
"12137",12137,"USGS",2250030,"2015-04-14 11:00:00",81.7,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12138",12138,"USGS",2250030,"2015-04-14 11:15:00",78.5,"A","UTC","USGS",2250030,0.08,"A","UTC"
"12139",12139,"USGS",2250030,"2015-04-14 11:30:00",85.2,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12140",12140,"USGS",2250030,"2015-04-14 11:45:00",81.9,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12141",12141,"USGS",2250030,"2015-04-14 12:00:00",85.2,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12142",12142,"USGS",2250030,"2015-04-14 12:15:00",91.7,"A","UTC","USGS",2250030,0.1,"A","UTC"
"12143",12143,"USGS",2250030,"2015-04-14 12:30:00",88.4,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12144",12144,"USGS",2250030,"2015-04-14 12:45:00",88.4,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12145",12145,"USGS",2250030,"2015-04-14 13:00:00",91.4,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12146",12146,"USGS",2250030,"2015-04-14 13:15:00",78.1,"A","UTC","USGS",2250030,0.08,"A","UTC"
"12147",12147,"USGS",2250030,"2015-04-14 13:30:00",84.7,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12148",12148,"USGS",2250030,"2015-04-14 13:45:00",81.3,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12149",12149,"USGS",2250030,"2015-04-14 14:00:00",94.2,"A","UTC","USGS",2250030,0.08,"A","UTC"
"12150",12150,"USGS",2250030,"2015-04-14 14:15:00",80.9,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12151",12151,"USGS",2250030,"2015-04-14 14:30:00",90.6,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12152",12152,"USGS",2250030,"2015-04-14 14:45:00",90.2,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12153",12153,"USGS",2250030,"2015-04-14 15:00:00",83.5,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12154",12154,"USGS",2250030,"2015-04-14 15:15:00",77,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12155",12155,"USGS",2250030,"2015-04-14 15:30:00",89.9,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12156",12156,"USGS",2250030,"2015-04-14 15:45:00",80,"A","UTC","USGS",2250030,0.08,"A","UTC"
"12157",12157,"USGS",2250030,"2015-04-14 16:00:00",79.7,"A","UTC","USGS",2250030,0.1,"A","UTC"
"12158",12158,"USGS",2250030,"2015-04-14 16:15:00",70,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12159",12159,"USGS",2250030,"2015-04-14 16:30:00",73.1,"A","UTC","USGS",2250030,0.1,"A","UTC"
"12160",12160,"USGS",2250030,"2015-04-14 16:45:00",79.3,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12161",12161,"USGS",2250030,"2015-04-14 17:00:00",79.6,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12162",12162,"USGS",2250030,"2015-04-14 17:15:00",75.8,"A","UTC","USGS",2250030,0.08,"A","UTC"
"12163",12163,"USGS",2250030,"2015-04-14 17:30:00",75.6,"A","UTC","USGS",2250030,0.08,"A","UTC"
"12164",12164,"USGS",2250030,"2015-04-14 17:45:00",82.1,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12165",12165,"USGS",2250030,"2015-04-14 18:00:00",75.4,"A","UTC","USGS",2250030,0.08,"A","UTC"
"12166",12166,"USGS",2250030,"2015-04-14 18:15:00",78.3,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12167",12167,"USGS",2250030,"2015-04-14 18:30:00",78.1,"A","UTC","USGS",2250030,0.08,"A","UTC"
"12168",12168,"USGS",2250030,"2015-04-14 18:45:00",81,"A","UTC","USGS",2250030,0.08,"A","UTC"
"12169",12169,"USGS",2250030,"2015-04-14 19:00:00",74.8,"A","UTC","USGS",2250030,0.07,"A","UTC"
"12170",12170,"USGS",2250030,"2015-04-14 19:15:00",68.5,"A","UTC","USGS",2250030,0.08,"A","UTC"
"12171",12171,"USGS",2250030,"2015-04-14 19:30:00",77.7,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12172",12172,"USGS",2250030,"2015-04-14 19:45:00",71.8,"A","UTC","USGS",2250030,0.07,"A","UTC"
"12173",12173,"USGS",2250030,"2015-04-14 20:00:00",71.5,"A","UTC","USGS",2250030,0.08,"A","UTC"
"12174",12174,"USGS",2250030,"2015-04-14 20:15:00",75,"A","UTC","USGS",2250030,0.08,"A","UTC"
"12175",12175,"USGS",2250030,"2015-04-14 20:30:00",59.1,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12176",12176,"USGS",2250030,"2015-04-14 20:45:00",62.5,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12177",12177,"USGS",2250030,"2015-04-14 21:00:00",65.3,"A","UTC","USGS",2250030,0.08,"A","UTC"
"12178",12178,"USGS",2250030,"2015-04-14 21:15:00",59.4,"A","UTC","USGS",2250030,0.08,"A","UTC"
"12179",12179,"USGS",2250030,"2015-04-14 21:30:00",65.3,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12180",12180,"USGS",2250030,"2015-04-14 21:45:00",68.5,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12181",12181,"USGS",2250030,"2015-04-14 22:00:00",65.4,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12182",12182,"USGS",2250030,"2015-04-14 22:15:00",59.1,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12183",12183,"USGS",2250030,"2015-04-14 22:30:00",68.6,"A","UTC","USGS",2250030,0.1,"A","UTC"
"12184",12184,"USGS",2250030,"2015-04-14 22:45:00",68.6,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12185",12185,"USGS",2250030,"2015-04-14 23:00:00",68.7,"A","UTC","USGS",2250030,0.08,"A","UTC"
"12186",12186,"USGS",2250030,"2015-04-14 23:30:00",59.2,"A","UTC","USGS",2250030,0.08,"A","UTC"
"12187",12187,"USGS",2250030,"2015-04-14 23:45:00",62.6,"A","UTC","USGS",2250030,0.08,"A","UTC"
"12188",12188,"USGS",2250030,"2015-04-15 00:00:00",65.5,"A","UTC","USGS",2250030,0.08,"A","UTC"
"12189",12189,"USGS",2250030,"2015-04-15 00:15:00",65.5,"A","UTC","USGS",2250030,0.1,"A","UTC"
"12190",12190,"USGS",2250030,"2015-04-15 00:30:00",62.3,"A","UTC","USGS",2250030,0.08,"A","UTC"
"12191",12191,"USGS",2250030,"2015-04-15 00:45:00",59.2,"A","UTC","USGS",2250030,0.1,"A","UTC"
"12192",12192,"USGS",2250030,"2015-04-15 01:00:00",62.6,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12193",12193,"USGS",2250030,"2015-04-15 01:15:00",69,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12194",12194,"USGS",2250030,"2015-04-15 01:30:00",62.6,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12195",12195,"USGS",2250030,"2015-04-15 01:45:00",69,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12196",12196,"USGS",2250030,"2015-04-15 02:00:00",65.8,"A","UTC","USGS",2250030,0.1,"A","UTC"
"12197",12197,"USGS",2250030,"2015-04-15 02:15:00",62.6,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12198",12198,"USGS",2250030,"2015-04-15 02:30:00",62.5,"A","UTC","USGS",2250030,0.1,"A","UTC"
"12199",12199,"USGS",2250030,"2015-04-15 02:45:00",65.8,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12200",12200,"USGS",2250030,"2015-04-15 03:00:00",68.8,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12201",12201,"USGS",2250030,"2015-04-15 03:15:00",72,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12202",12202,"USGS",2250030,"2015-04-15 03:30:00",62.3,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12203",12203,"USGS",2250030,"2015-04-15 03:45:00",65.4,"A","UTC","USGS",2250030,0.1,"A","UTC"
"12204",12204,"USGS",2250030,"2015-04-15 04:00:00",62.1,"A","UTC","USGS",2250030,0.1,"A","UTC"
"12205",12205,"USGS",2250030,"2015-04-15 04:15:00",62.1,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12206",12206,"USGS",2250030,"2015-04-15 04:30:00",59,"A","UTC","USGS",2250030,0.1,"A","UTC"
"12207",12207,"USGS",2250030,"2015-04-15 04:45:00",65.3,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12208",12208,"USGS",2250030,"2015-04-15 05:00:00",68.2,"A","UTC","USGS",2250030,0.1,"A","UTC"
"12209",12209,"USGS",2250030,"2015-04-15 05:15:00",68.2,"A","UTC","USGS",2250030,0.1,"A","UTC"
"12210",12210,"USGS",2250030,"2015-04-15 05:30:00",68.1,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12211",12211,"USGS",2250030,"2015-04-15 05:45:00",68.1,"A","UTC","USGS",2250030,0.1,"A","UTC"
"12212",12212,"USGS",2250030,"2015-04-15 06:00:00",68,"A","UTC","USGS",2250030,0.1,"A","UTC"
"12213",12213,"USGS",2250030,"2015-04-15 06:15:00",61.7,"A","UTC","USGS",2250030,0.1,"A","UTC"
"12214",12214,"USGS",2250030,"2015-04-15 06:30:00",61.7,"A","UTC","USGS",2250030,0.1,"A","UTC"
"12215",12215,"USGS",2250030,"2015-04-15 06:45:00",58.5,"A","UTC","USGS",2250030,0.11,"A","UTC"
"12216",12216,"USGS",2250030,"2015-04-15 07:00:00",61.6,"A","UTC","USGS",2250030,0.1,"A","UTC"
"12217",12217,"USGS",2250030,"2015-04-15 07:15:00",58.4,"A","UTC","USGS",2250030,0.1,"A","UTC"
"12218",12218,"USGS",2250030,"2015-04-15 07:30:00",64.7,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12219",12219,"USGS",2250030,"2015-04-15 07:45:00",58.5,"A","UTC","USGS",2250030,0.11,"A","UTC"
"12220",12220,"USGS",2250030,"2015-04-15 08:00:00",58.6,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12221",12221,"USGS",2250030,"2015-04-15 08:15:00",61.9,"A","UTC","USGS",2250030,0.1,"A","UTC"
"12222",12222,"USGS",2250030,"2015-04-15 08:30:00",58.8,"A","UTC","USGS",2250030,0.1,"A","UTC"
"12223",12223,"USGS",2250030,"2015-04-15 08:45:00",49.5,"A","UTC","USGS",2250030,0.1,"A","UTC"
"12224",12224,"USGS",2250030,"2015-04-15 09:00:00",49.6,"A","UTC","USGS",2250030,0.1,"A","UTC"
"12225",12225,"USGS",2250030,"2015-04-15 09:15:00",53.1,"A","UTC","USGS",2250030,0.1,"A","UTC"
"12226",12226,"USGS",2250030,"2015-04-15 09:30:00",50.1,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12227",12227,"USGS",2250030,"2015-04-15 09:45:00",53.5,"A","UTC","USGS",2250030,0.1,"A","UTC"
"12228",12228,"USGS",2250030,"2015-04-15 10:00:00",63.1,"A","UTC","USGS",2250030,0.1,"A","UTC"
"12229",12229,"USGS",2250030,"2015-04-15 10:15:00",63,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12230",12230,"USGS",2250030,"2015-04-15 10:30:00",60,"A","UTC","USGS",2250030,0.1,"A","UTC"
"12231",12231,"USGS",2250030,"2015-04-15 10:45:00",53.8,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12232",12232,"USGS",2250030,"2015-04-15 11:00:00",66.8,"A","UTC","USGS",2250030,0.11,"A","UTC"
"12233",12233,"USGS",2250030,"2015-04-15 11:15:00",57.1,"A","UTC","USGS",2250030,0.1,"A","UTC"
"12234",12234,"USGS",2250030,"2015-04-15 11:30:00",63.7,"A","UTC","USGS",2250030,0.1,"A","UTC"
"12235",12235,"USGS",2250030,"2015-04-15 11:45:00",54,"A","UTC","USGS",2250030,0.11,"A","UTC"
"12236",12236,"USGS",2250030,"2015-04-15 12:00:00",54.2,"A","UTC","USGS",2250030,0.09,"A","UTC"
"12237",12237,"USGS",2250030,"2015-04-15 12:15:00",51,"A","UTC","USGS",2250030,0.11,"A","UTC"
"12238",12238,"USGS",2250030,"2015-04-15 12:30:00",64.2,"A","UTC","USGS",2250030,0.1,"A","UTC"
